Run_accession	sample_type	community_type	feature	sample_host	material	sample_age	latitude	longitude	project_name	publication_year	geo_loc_name	sample_name	archive_project	archive_sample_accession
ERR11413671	ancient_metagenome	oral		Homo sapiens	dental calculus	300.0	-27.122	-109.537	Velsko2024	2024	Chile	RN02	PRJEB61887	ERS15409352
ERR11413672	ancient_metagenome	oral		Homo sapiens	dental calculus	300.0	-27.122	-109.537	Velsko2024	2024	Chile	RNAT_NRN_5	PRJEB61887	ERS15409353
ERR11413673	ancient_metagenome	oral		Homo sapiens	dental calculus	500.0	-17.636	168.366	Velsko2024	2024	Vanuatu	Mangaliliu_TP3	PRJEB61887	ERS15409354
ERR11413674	ancient_metagenome	oral		Homo sapiens	dental calculus	1000.0	-17.675	168.545	Velsko2024	2024	Vanuatu	Pangpang	PRJEB61887	ERS15409355
ERR11413675	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-17.799	168.54	Velsko2024	2024	Vanuatu	Banana Bay	PRJEB61887	ERS15409356
ERR11413676	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-17.799	168.54	Velsko2024	2024	Vanuatu	Banana Bay	PRJEB61887	ERS15409357
ERR11413677	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-17.799	168.54	Velsko2024	2024	Vanuatu	Banana Bay	PRJEB61887	ERS15409358
ERR11413678	ancient_metagenome	oral		Homo sapiens	dental calculus	1100.0	-19.512	170.23	Velsko2024	2024	Vanuatu	Furs 2, TR1 24-30	PRJEB61887	ERS15409359
ERR11413679	ancient_metagenome	oral		Homo sapiens	dental calculus	300.0	-19.512	170.23	Velsko2024	2024	Vanuatu	Furs 9, 78	PRJEB61887	ERS15409360
ERR11413680	ancient_metagenome	oral		Homo sapiens	dental calculus	400.0	-19.512	170.23	Velsko2024	2024	Vanuatu	Furs 11	PRJEB61887	ERS15409361
ERR11413681	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B08	PRJEB61887	ERS15409362
ERR11413682	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B16	PRJEB61887	ERS15409363
ERR11413683	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B19	PRJEB61887	ERS15409364
ERR11413684	ancient_metagenome	oral		Homo sapiens	dental calculus	2500.0	-17.796	168.366	Velsko2024	2024	Vanuatu	7c_B2b	PRJEB61887	ERS15409365
ERR11413685	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B10B	PRJEB61887	ERS15409366
ERR11413686	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B30A	PRJEB61887	ERS15409367
ERR11413687	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B10C	PRJEB61887	ERS15409368
ERR11413688	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B29M	PRJEB61887	ERS15409369
ERR11413689	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B29W	PRJEB61887	ERS15409370
ERR11413690	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B30C	PRJEB61887	ERS15409371
ERR11413691	ancient_metagenome	oral		Homo sapiens	dental calculus	2300.0	-16.09	167.458	Velsko2024	2024	Vanuatu	B02	PRJEB61887	ERS15409372
ERR11413692	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-16.09	167.458	Velsko2024	2024	Vanuatu	B8	PRJEB61887	ERS15409373
ERR11413693	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-15.898	167.309	Velsko2024	2024	Vanuatu	B05	PRJEB61887	ERS15409374
ERR11413694	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-15.898	167.309	Velsko2024	2024	Vanuatu	B05	PRJEB61887	ERS15409375
ERR11413695	ancient_metagenome	oral		Homo sapiens	dental calculus	2500.0	-15.898	167.309	Velsko2024	2024	Vanuatu	B06	PRJEB61887	ERS15409376
ERR11413696	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B14	PRJEB61887	ERS15409377
ERR11413697	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-16.09	167.458	Velsko2024	2024	Vanuatu	B19	PRJEB61887	ERS15409378
ERR11413698	ancient_metagenome	oral		Homo sapiens	dental calculus	2300.0	-16.09	167.458	Velsko2024	2024	Vanuatu	B23	PRJEB61887	ERS15409379
ERR11413699	ancient_metagenome	oral		Homo sapiens	dental calculus	2300.0	-16.09	167.458	Velsko2024	2024	Vanuatu	B18	PRJEB61887	ERS15409380
ERR11413700	ancient_metagenome	oral		Homo sapiens	dental calculus	2500.0	-4.115	152.068	Velsko2024	2024	Papua New Guinea	B3	PRJEB61887	ERS15409381
ERR11413701	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B53	PRJEB61887	ERS15409382
ERR11413702	ancient_metagenome	oral		Homo sapiens	dental calculus	2700.0	-17.796	168.366	Velsko2024	2024	Vanuatu	7c_B4	PRJEB61887	ERS15409383
ERR11413703	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B76	PRJEB61887	ERS15409384
ERR11413704	ancient_metagenome	oral		Homo sapiens	dental calculus	2200.0	-15.898	167.309	Velsko2024	2024	Vanuatu	B02b	PRJEB61887	ERS15409385
ERR11413705	ancient_metagenome	oral		Homo sapiens	dental calculus	2200.0	-15.898	167.309	Velsko2024	2024	Vanuatu	B04	PRJEB61887	ERS15409386
ERR11413706	ancient_metagenome	oral		Homo sapiens	dental calculus	2500.0	-4.115	152.068	Velsko2024	2024	Papua New Guinea	B8	PRJEB61887	ERS15409387
ERR11413707	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B59	PRJEB61887	ERS15409388
ERR11413708	ancient_metagenome	oral		Homo sapiens	dental calculus	2900.0	-17.796	168.366	Velsko2024	2024	Vanuatu	B60	PRJEB61887	ERS15409389
ERR11413709	ancient_metagenome	oral		Homo sapiens	dental calculus	2300.0	-16.09	167.458	Velsko2024	2024	Vanuatu	B33	PRJEB61887	ERS15409390
ERR11413710	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B1_1	PRJEB61887	ERS15409391
ERR11413711	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B2	PRJEB61887	ERS15409392
ERR11413712	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B11_1	PRJEB61887	ERS15409393
ERR11413713	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B20	PRJEB61887	ERS15409394
ERR11413714	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B21	PRJEB61887	ERS15409395
ERR11413715	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B34	PRJEB61887	ERS15409396
ERR11413716	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B54	PRJEB61887	ERS15409397
ERR11413717	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B68	PRJEB61887	ERS15409398
ERR11413718	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B70	PRJEB61887	ERS15409399
ERR11413719	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B84	PRJEB61887	ERS15409400
ERR11413720	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B88	PRJEB61887	ERS15409401
ERR11413721	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B91	PRJEB61887	ERS15409402
ERR11413722	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B104	PRJEB61887	ERS15409403
ERR11413723	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B108	PRJEB61887	ERS15409404
ERR11413724	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B109	PRJEB61887	ERS15409405
ERR11413725	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B159	PRJEB61887	ERS15409406
ERR11413726	ancient_metagenome	oral		Homo sapiens	dental calculus	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B194	PRJEB61887	ERS15409407
ERR11413727	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-8.622	120.919	Velsko2024	2024	Indonesia	PH16 (B23)	PRJEB61887	ERS15409408
ERR11413728	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-8.622	120.919	Velsko2024	2024	Indonesia	PH27_B7	PRJEB61887	ERS15409409
ERR11413729	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-8.622	120.919	Velsko2024	2024	Indonesia	PH06_B47a	PRJEB61887	ERS15409410
ERR11413731	ancient_metagenome	oral		Homo sapiens	dental calculus	300.0	-27.106	-109.363	Velsko2024	2024	Chile	RNA937_NRN_3	PRJEB61887	ERS15409412
ERR11413732	ancient_metagenome	oral		Homo sapiens	dental calculus	300.0	-27.106	-109.363	Velsko2024	2024	Chile	RNA944_NRN_4	PRJEB61887	ERS15409413
ERR11413733	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	SVF01	PRJEB61887	ERS15409414
ERR11413734	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	SVF02	PRJEB61887	ERS15409415
ERR11413735	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	SVF03	PRJEB61887	ERS15409416
ERR11413736	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	SVF08	PRJEB61887	ERS15409417
ERR11413737	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	SVF14	PRJEB61887	ERS15409418
ERR11413738	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	SVF19	PRJEB61887	ERS15409419
ERR11413739	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	03_1	PRJEB61887	ERS15409420
ERR11413740	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	17_3	PRJEB61887	ERS15409421
ERR11413741	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	21	PRJEB61887	ERS15409422
ERR11413742	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	26_1	PRJEB61887	ERS15409423
ERR11413743	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	26_1	PRJEB61887	ERS15409423
ERR11413744	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	29_1	PRJEB61887	ERS15409424
ERR11413745	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	32_2	PRJEB61887	ERS15409425
ERR11413746	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	60_1	PRJEB61887	ERS15409426
ERR11413747	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	65	PRJEB61887	ERS15409427
ERR11413748	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	69_1	PRJEB61887	ERS15409428
ERR11413749	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	72_1	PRJEB61887	ERS15409429
ERR11413750	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	72_1	PRJEB61887	ERS15409429
ERR11413751	ancient_metagenome	oral		Homo sapiens	dental calculus	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	79_1	PRJEB61887	ERS15409430
ERR11413752	ancient_metagenome	oral		Homo sapiens	dental calculus	100.0	-16.842	-151.387	Velsko2024	2024	French Polynesia	Pieve d' investiture, Haurari	PRJEB61887	ERS15409431
ERR11413753	ancient_metagenome	oral		Homo sapiens	dental calculus	100.0	-16.842	-151.387	Velsko2024	2024	French Polynesia	Pieve d' investiture, Piquet 33	PRJEB61887	ERS15409432
ERR11413754	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-21.191	-175.192	Velsko2024	2024	Tonga	SK3_1	PRJEB61887	ERS15409433
ERR11413755	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-21.191	-175.192	Velsko2024	2024	Tonga	SK9_3	PRJEB61887	ERS15409434
ERR11413756	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-21.191	-175.192	Velsko2024	2024	Tonga	SK10	PRJEB61887	ERS15409435
ERR11413757	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-21.191	-175.192	Velsko2024	2024	Tonga	SK12	PRJEB61887	ERS15409436
ERR11413758	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-21.191	-175.192	Velsko2024	2024	Tonga	SK14	PRJEB61887	ERS15409437
ERR11413759	ancient_metagenome	oral		Homo sapiens	dental calculus	2600.0	-21.191	-175.192	Velsko2024	2024	Tonga	BG3	PRJEB61887	ERS15409438
ERR11656729	ancient_metagenome	skeletal tissue		Homo sapiens	bone	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B1	PRJEB61887	ERS15977447
ERR11656730	ancient_metagenome	skeletal tissue		Homo sapiens	bone	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B34	PRJEB61887	ERS15977448
ERR11656731	ancient_metagenome	skeletal tissue		Homo sapiens	bone	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B54	PRJEB61887	ERS15977449
ERR11656732	ancient_metagenome	skeletal tissue		Homo sapiens	bone	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B84	PRJEB61887	ERS15977450
ERR11656733	ancient_metagenome	skeletal tissue		Homo sapiens	bone	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B88	PRJEB61887	ERS15977451
ERR11656734	ancient_metagenome	skeletal tissue		Homo sapiens	bone	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B159	PRJEB61887	ERS15977452
ERR11656735	ancient_metagenome	skeletal tissue		Homo sapiens	bone	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B21	PRJEB61887	ERS15977453
ERR11656736	ancient_metagenome	skeletal tissue		Homo sapiens	bone	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B2	PRJEB61887	ERS15977454
ERR11656737	ancient_metagenome	skeletal tissue		Homo sapiens	bone	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B20	PRJEB61887	ERS15977455
ERR11656738	ancient_metagenome	skeletal tissue		Homo sapiens	bone	200.0	-9.878	167.177	Velsko2024	2024	Solomon Islands	B91	PRJEB61887	ERS15977456
ERR11656739	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	1/1	PRJEB61887	ERS15977457
ERR11656740	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	1a	PRJEB61887	ERS15977458
ERR11656741	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	2b	PRJEB61887	ERS15977459
ERR11656742	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	3a	PRJEB61887	ERS15977460
ERR11656743	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	8a	PRJEB61887	ERS15977461
ERR11656744	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	14	PRJEB61887	ERS15977462
ERR11656745	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	17c	PRJEB61887	ERS15977463
ERR11656746	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	21/22a	PRJEB61887	ERS15977464
ERR11656747	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	21/22b	PRJEB61887	ERS15977465
ERR11656748	ancient_metagenome	skeletal tissue		Homo sapiens	bone	1500.0	-18.142	177.508	Velsko2024	2024	Fiji	21c	PRJEB61887	ERS15977466
ERR5729638	ancient_metagenome	oral		Homo sapiens	dental calculus	8000.0	44.42	23.67	Ottoni2021	2021	Romania	GR14	PRJEB44313	ERS6256710
ERR5729643	ancient_metagenome	oral		Homo sapiens	dental calculus	2700.0	41.96	13.56	Ottoni2021	2021	Italy	CT 3 / GC 82 F	PRJEB44313	ERS6256715
ERR14057415	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14100448	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14100450	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14057416	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14100444	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14100449	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14100451	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14057409	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14057410	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14057411	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14057412	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14057413	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14057414	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14100445	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14100446	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
ERR14100447	ancient_metagenome	gut		Bison priscus	digestive tract contents	52500.0	70.44	154.37	Jin2025	2025	Russia	steppe_bison	PRJEB83219	ERS22559872
SRR10156758	ancient_metagenome		swamp forest		sediment	100.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2D-1L-SAMPLE1	PRJNA573108	SRS5416709
SRR10156757	ancient_metagenome		swamp forest		sediment	100.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2D-1L-SAMPLE2	PRJNA573108	SRS5416710
SRR10156746	ancient_metagenome		swamp forest		sediment	100.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2D-1L-SAMPLE4	PRJNA573108	SRS5416721
SRR10156735	ancient_metagenome		swamp forest		sediment	100.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2D-1L-SAMPLE7	PRJNA573108	SRS5416732
SRR10156724	ancient_metagenome		swamp forest		sediment	100.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2D-1L-SAMPLE9	PRJNA573108	SRS5416743
SRR10156713	ancient_metagenome		swamp forest		sediment	100.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2D-1L-SAMPLE12	PRJNA573108	SRS5416754
SRR10156710	ancient_metagenome		swamp forest		sediment	100.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2D-1L-SAMPLE14	PRJNA573108	SRS5416757
SRR10156709	ancient_metagenome		swamp forest		sediment	100.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2D-1L-SAMPLE16	PRJNA573108	SRS5416758
SRR10156708	ancient_metagenome		swamp forest		sediment	100.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2D-1L-SAMPLE17	PRJNA573108	SRS5416759
SRR10156707	ancient_metagenome		swamp forest		sediment	200.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2D-1L-SAMPLE18	PRJNA573108	SRS5416760
SRR10156756	ancient_metagenome		swamp forest		sediment	200.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2D-1L-SAMPLE19	PRJNA573108	SRS5416711
SRR10156755	ancient_metagenome		swamp forest		sediment	200.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-2L-SAMPLE20	PRJNA573108	SRS5416712
SRR10156754	ancient_metagenome		swamp forest		sediment	300.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-2L-SAMPLE22	PRJNA573108	SRS5416713
SRR10156753	ancient_metagenome		swamp forest		sediment	300.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-2L-SAMPLE24	PRJNA573108	SRS5416714
SRR10156752	ancient_metagenome		swamp forest		sediment	400.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-2L-SAMPLE26	PRJNA573108	SRS5416715
SRR10156751	ancient_metagenome		swamp forest		sediment	400.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-3L-SAMPLE28	PRJNA573108	SRS5416716
SRR10156750	ancient_metagenome		swamp forest		sediment	500.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-3L-SAMPLE30	PRJNA573108	SRS5416717
SRR10156749	ancient_metagenome		swamp forest		sediment	600.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-3L-SAMPLE32	PRJNA573108	SRS5416718
SRR10156748	ancient_metagenome		swamp forest		sediment	700.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-4L-SAMPLE33	PRJNA573108	SRS5416719
SRR10156747	ancient_metagenome		swamp forest		sediment	800.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-4L-SAMPLE35	PRJNA573108	SRS5416720
SRR10156745	ancient_metagenome		swamp forest		sediment	900.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-4L-SAMPLE37	PRJNA573108	SRS5416722
SRR10156744	ancient_metagenome		swamp forest		sediment	900.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-5L-SAMPLE38	PRJNA573108	SRS5416723
SRR10156743	ancient_metagenome		swamp forest		sediment	1000.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-5L-SAMPLE40	PRJNA573108	SRS5416724
SRR10156742	ancient_metagenome		swamp forest		sediment	1100.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-5L-SAMPLE42	PRJNA573108	SRS5416725
SRR10156741	ancient_metagenome		swamp forest		sediment	1100.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-6L-SAMPLE43	PRJNA573108	SRS5416726
SRR10156740	ancient_metagenome		swamp forest		sediment	1200.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-6L-SAMPLE45	PRJNA573108	SRS5416727
SRR10156739	ancient_metagenome		swamp forest		sediment	1300.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-6L-SAMPLE47	PRJNA573108	SRS5416728
SRR10156738	ancient_metagenome		swamp forest		sediment	1300.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-7L-SAMPLE48	PRJNA573108	SRS5416729
SRR10156737	ancient_metagenome		swamp forest		sediment	2200.0	-1.07	29.75	Dommain2020	2020	Uganda	DNA-MUB17-2C-7L-SAMPLE50	PRJNA573108	SRS5416730
ERR4426516	ancient_metagenome		cave		sediment	200.0	24.62	-101.15	Ardelean2020	2020	Mexico	UE1201_Mex_70	PRJEB37914	ERS4921365
ERR4426517	ancient_metagenome		cave		sediment	12000.0	24.62	-101.15	Ardelean2020	2020	Mexico	UE1204A_Mex_67	PRJEB37914	ERS4921366
ERR4426518	ancient_metagenome		cave		sediment	12000.0	24.62	-101.15	Ardelean2020	2020	Mexico	UE1204C_Mex_66	PRJEB37914	ERS4921367
ERR4426519	ancient_metagenome		cave		sediment	12000.0	24.62	-101.15	Ardelean2020	2020	Mexico	UE1204_Mex_11	PRJEB37914	ERS4921368
ERR4426520	ancient_metagenome		cave		sediment	12000.0	24.62	-101.15	Ardelean2020	2020	Mexico	UE1204_Mex_12	PRJEB37914	ERS4921369
ERR4426521	ancient_metagenome		cave		sediment	12000.0	24.62	-101.15	Ardelean2020	2020	Mexico	UE1204_Mex_13	PRJEB37914	ERS4921370
ERR4426522	ancient_metagenome		cave		sediment	12000.0	24.62	-101.15	Ardelean2020	2020	Mexico	UE1204_Mex_13	PRJEB37914	ERS4921371
ERR4426523	ancient_metagenome		cave		sediment	12000.0	24.62	-101.15	Ardelean2020	2020	Mexico	UE1204_Mex_14	PRJEB37914	ERS4921372
ERR4426524	ancient_metagenome		cave		sediment	12000.0	24.62	-101.15	Ardelean2020	2020	Mexico	UE1204_Mex_29	PRJEB37914	ERS4921373
ERR4426525	ancient_metagenome		cave		sediment	13000.0	24.62	-101.15	Ardelean2020	2020	Mexico	UE1206_Mex_65	PRJEB37914	ERS4921374
